ctag	en	en_female
MSGINSTANT_REPORTER_NEWS_RESULT_SHOCKRESULT2	SPORTS NEWS¦$losingteam were rocked by a defiant $winningteam team who pulled off a $score1-$score2 victory.	SPORTS NEWS¦$losingteam were rocked by a defiant $winningteam team who pulled off a $score1-$score2 victory.
MSGINSTANT_REPORTER_NEWS_RESULT_SHOCKRESULT3	SPORTS NEWS¦$winningteam pulled off the shock result of the week by defeating high flying $losingteam $score1-$score2.	SPORTS NEWS¦$winningteam pulled off the shock result of the week by defeating high flying $losingteam $score1-$score2.
MSGINSTANT_REPORTER_NEWS_RESULT_SHOCKRESULTLEADERS1	SPORTS NEWS¦$competition leaders $losingteam were defeated $score1-$score2 by $winningteam in a shock result.	SPORTS NEWS¦$competition leaders $losingteam were defeated $score1-$score2 by $winningteam in a shock result.
MSGINSTANT_REPORTER_NEWS_RESULT_SHOCKRESULTLEADERS2	SPORTS NEWS¦$losingteam were stunned by $winningteam this week who pulled off a $score1-$score2 victory in the $competition.	SPORTS NEWS¦$losingteam were stunned by $winningteam this week who pulled off a $score1-$score2 victory in the $competition.
MSGINSTANT_REPORTER_NEWS_RESULT_SHOCKRESULTLEADERS3	SPORTS NEWS¦$winningteam caused an amazing upset in the $competition this week by defeating league leaders $losingteam $score1-$score2.	SPORTS NEWS¦$winningteam caused an amazing upset in the $competition this week by defeating league leaders $losingteam $score1-$score2.
MSGINSTANT_REPORTER_NEWSTARMANAGER	SPORTS NEWS¦$clubname FC have appointed $managername as manager. The official statement from the club reads "We have seen a procession of 'identikit' managers in recent times, but this one is a bit special. Welcome to $clubname FC!"	SPORTS NEWS¦$clubname FC have appointed $managername as manager. The official statement from the club reads "We have seen a procession of 'identikit' managers in recent times, but this one is a bit special. Welcome to $clubname FC!"
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL1	PARTY ANIMAL!¦$playername was snapped out partying with pals last night. Let's hope his boss doesn't mind players having a little bit to drink now and again!	PARTY ANIMAL!¦$playername was snapped out partying with pals last night. Let's hope his boss doesn't mind players having a little bit to drink now and again!
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL2	FOOTBALL CLUBBING!¦$playername was snapped leaving a popular night club with pals in the earlier hours of the morning!	FOOTBALL CLUBBING!¦$playername was snapped leaving a popular night club with pals in the earlier hours of the morning!
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL3	PUB LAUNCH!¦$clubname player $playername was literally thrown out of a pub last night when the locals got fed up with his behaviour.	PUB LAUNCH!¦$clubname player $playername was literally thrown out of a pub last night when the locals got fed up with his behaviour.
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL4	SPEED DEMON!¦$playername was hit with a hefty speeding fine after being caught out by traffic cameras.	SPEED DEMON!¦$playername was hit with a hefty speeding fine after being caught out by traffic cameras.
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL5	FAMILY FEUD!¦$clubname player $playername is apparently at war with a close family member after a drunken argument spiralled out of control.	FAMILY FEUD!¦$clubname player $playername is apparently at war with a close family member after a drunken argument spiralled out of control.
MSGINSTANT_REPORTER_SCANDAL_MINOR_ALCOHOL6	ONE TOO MANY!¦$playername was escorted out of a wine bar by bouncers last night.	ONE TOO MANY!¦$playername was escorted out of a wine bar by bouncers last night.
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING1	CHAP IN THE HAT¦A local resident told us that $playername is often seen loitering on street corners with a hat-wearing hoodlum.	CHAP IN THE HAT¦A local resident told us that $playername is often seen loitering on street corners with a hat-wearing hoodlum.
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING2	ROB IN HOODIE¦$playername was spotted chatting to a shady character outside the club gates yesterday.	ROB IN HOODIE¦$playername was spotted chatting to a shady character outside the club gates yesterday.
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING3	RIP IT UP¦$playername was snapped by pals at his local gym recently and looks absolutely ripped! 	RIP IT UP¦$playername was snapped by pals at his local gym recently and looks absolutely ripped! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING4	BUFF ENOUGH?¦A member of staff at the local gym says that $playername "is a phenomenal athlete!" 	BUFF ENOUGH?¦A member of staff at the local gym says that $playername "is a phenomenal athlete!" 
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING5	RIP ROARING!¦Local gym owner tells us that $playername is "an unnatural beast!"	RIP ROARING!¦Local gym owner tells us that $playername is "an unnatural beast!"
MSGINSTANT_REPORTER_SCANDAL_MINOR_DOPING6	ROID RAGE!¦$clubname player $playername was caught speeding on the way home from the gym yesterday. One officer said, "he was clearly pumped up".	ROID RAGE!¦$clubname player $playername was caught speeding on the way home from the gym yesterday. One officer said, "he was clearly pumped up".
MSGINSTANT_REPORTER_SCANDAL_MINOR_DRUGS1	PARTY ANIMAL!¦$playername was spotted out partying with pals last night. 	PARTY ANIMAL!¦$playername was spotted out partying with pals last night. 
MSGINSTANT_REPORTER_SCANDAL_MINOR_DRUGS2	FOR THE LOVE OF THE CLUB!¦$playername was snapped leaving a popular night club in the earlier hours of the morning! 	FOR THE LOVE OF THE CLUB!¦$playername was snapped leaving a popular night club in the earlier hours of the morning! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_DRUGS3	CRACKERS!¦The fire service were called out to the home of $playername after fireworks had been set off in his bathroom! Fortunately only a rubber duck was injured.	CRACKERS!¦The fire service were called out to the home of $playername after fireworks had been set off in his bathroom! Fortunately only a rubber duck was injured.
MSGINSTANT_REPORTER_SCANDAL_MINOR_DRUGS4	BOYS IN THE HOOD!¦$playername was spotted chatting to a couple of dodgy looking hoodies not far from the $clubname football ground yesterday. Perhaps they just wanted an autograph.	BOYS IN THE HOOD!¦$playername was spotted chatting to a couple of dodgy looking hoodies not far from the $clubname football ground yesterday. Perhaps they just wanted an autograph.
MSGINSTANT_REPORTER_SCANDAL_MINOR_DRUGS5	FREE MONEY!¦$playername is reported to have driven around his local town yesterday throwing cash out of the car window to passers by! 	FREE MONEY!¦$playername is reported to have driven around his local town yesterday throwing cash out of the car window to passers by! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_GAMBLING1	GAMBLE PAYS OFF!¦$playername was handing out cash to the homeless around his local town yesterday after a win at the bookies! 	GAMBLE PAYS OFF!¦$playername was handing out cash to the homeless around his local town yesterday after a win at the bookies! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_GAMBLING2	DICE MAN¦$playername was snapped leaving a famous casino after a night at the craps table. He was on a winning streak until <an> $clubname fan asked him about his current match form!	DICE MAN¦$playername was snapped leaving a famous casino after a night at the craps table. He was on a winning streak until <an> $clubname fan asked him about his current match form!
MSGINSTANT_REPORTER_SCANDAL_MINOR_GAMBLING3	BOOKIE LOVER¦$clubname player $playername was snapped entering a local betting shop yesterday, then leaving 4 hours later! 	BOOKIE LOVER¦$clubname player $playername was snapped entering a local betting shop yesterday, then leaving 4 hours later! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_GAMBLING4	COME ON YOU REDS!¦Apparently the bills are piling up for $playername and the $clubname man is struggling to pay off his debts. 	COME ON YOU REDS!¦Apparently the bills are piling up for $playername and the $clubname man is struggling to pay off his debts. 
MSGINSTANT_REPORTER_SCANDAL_MINOR_GAMBLING5	ALL ON BLACK¦$playername was spotted at the roulette table in a casino last night. 	ALL ON BLACK¦$playername was spotted at the roulette table in a casino last night. 
MSGINSTANT_REPORTER_SCANDAL_MINOR_SEXADDICT1	LADIES NIGHT!¦$clubname player $playername certainly has a way with the ladies. He was spotted leaving a popular nightclub yesterday evening with a group of girls!	LADIES NIGHT!¦$clubname player $playername certainly has a way with the ladies. He was spotted leaving a popular nightclub yesterday evening with a group of girls!
MSGINSTANT_REPORTER_SCANDAL_MINOR_SEXADDICT2	FOOTBALL STUD¦$playername is getting a reputation as a ladies man after being snapped chatting up several women in his local boozer last night!	FOOTBALL STUD¦$playername is getting a reputation as a ladies man after being snapped chatting up several women in his local boozer last night!
MSGINSTANT_REPORTER_SCANDAL_MINOR_SEXADDICT3	TABLE TOPPER!¦$playername was partying into the earlier hours of the morning last night, surrounded by women! 	TABLE TOPPER!¦$playername was partying into the earlier hours of the morning last night, surrounded by women! 
MSGINSTANT_REPORTER_SCANDAL_MINOR_SEXADDICT4	FOOTBALL STRIP!¦$playername was spotted leaving a well know strip club last night with a group of pals. 	FOOTBALL STRIP!¦$playername was spotted leaving a well know strip club last night with a group of pals. 
MSGINSTANT_REPORTER_SCANDAL_MINOR_SEXADDICT5	BED CARD!¦Girlfriend of $clubname player $playername has kicked him out of their home after discovering that he was cheating on her.	BED CARD!¦Girlfriend of $clubname player $playername has kicked him out of their home after discovering that he was cheating on her.
MSGINSTANT_REPORTER_SCANDAL_MINOR_VIOLENT1	ROAD RAGE!¦$clubname player $playername was pulled over by police yesterday after they spotted him driving "erratically".	ROAD RAGE!¦$clubname player $playername was pulled over by police yesterday after they spotted him driving "erratically".
MSGINSTANT_REPORTER_SCANDAL_MINOR_VIOLENT2	FOOTBALL CLUBBED!¦Apparently $playername had to be restrained by pals last night when the footballer lost his temper in a local boozer.	FOOTBALL CLUBBED!¦Apparently $playername had to be restrained by pals last night when the footballer lost his temper in a local boozer.
MSGINSTANT_REPORTER_SCANDAL_MINOR_VIOLENT3	SHOPPING BRAWL!¦Footballer $playername had to be restrained by shoppers yesterday after he went ballistic on the high street. 	SHOPPING BRAWL!¦Footballer $playername had to be restrained by shoppers yesterday after he went ballistic on the high street. 
MSGINSTANT_REPORTER_SCANDAL_MINOR_VIOLENT4	DOMESTIC BLITZ!¦Police were called to the residence of $playername last night after neighbours complained about raised voices. 	DOMESTIC BLITZ!¦Police were called to the residence of $playername last night after neighbours complained about raised voices. 
MSGINSTANT_REPORTER_SCANDAL_MAJOR_ALCOHOL1	BOOZY WOOZY!¦Shocking photos of $playername partying with pals emerged today. The drunk $clubname player was snapped dancing around in his underwear!	BOOZY WOOZY!¦Shocking photos of $playername partying with pals emerged today. The drunk $clubname player was snapped dancing around in his underwear!
MSGINSTANT_REPORTER_SCANDAL_MAJOR_ALCOHOL2	CLUBBED UNCONSCIOUS!¦After drinking the night away with some $clubname fans, $playername was photographed asleep in his chair at a popular night club!	CLUBBED UNCONSCIOUS!¦After drinking the night away with some $clubname fans, $playername was photographed asleep in his chair at a popular night club!
MSGINSTANT_REPORTER_SCANDAL_MAJOR_ALCOHOL3	BUBBLY WOBBLY!¦Boozy footballer $playername was snapped dancing on the tables at a popular nightclub last night. Onlookers said that the Champagne had been flowing all night!	BUBBLY WOBBLY!¦Boozy footballer $playername was snapped dancing on the tables at a popular nightclub last night. Onlookers said that the Champagne had been flowing all night!
MSGINSTANT_REPORTER_SCANDAL_MAJOR_ALCOHOL4	FIGHT CLUB!¦A brawl involving $clubname $playername broke out in a popular night club last night. Punches and chairs were thrown.	FIGHT CLUB!¦A brawl involving $clubname $playername broke out in a popular night club last night. Punches and chairs were thrown.
MSGINSTANT_REPORTER_SCANDAL_MAJOR_ALCOHOL5	HOVVER BOVVER!¦$clubname player $playername was arrested and later released on bail after being caught drink driving in a hovercraft!	HOVVER BOVVER!¦$clubname player $playername was arrested and later released on bail after being caught drink driving in a hovercraft!
MSGINSTANT_REPORTER_SCANDAL_MAJOR_DOPING1	MISTER DOPEY!¦$clubname player $playername has received a $banlength match ban after testing positive for performance enhancing drugs! #BAN	MISTER DOPEY!¦$clubname player $playername has received a $banlength match ban after testing positive for performance enhancing drugs! #BAN
MSGINSTANT_REPORTER_SCANDAL_MAJOR_DOPING2	FOOLED YOU!¦Rumours were circulating about $clubname player $playername and now our undercover dealers can confirm that he was happy to purchase performance enhancing drugs from a complete stranger!	FOOLED YOU!¦Rumours were circulating about $clubname player $playername and now our undercover dealers can confirm that he was happy to purchase performance enhancing drugs from a complete stranger!
MSGINSTANT_REPORTER_SCANDAL_MAJOR_DOPING3	TESTING TIMES!¦$playername has received a $banlength match ban after failing to turn up for a drugs test! #BAN	TESTING TIMES!¦$playername has received a $banlength match ban after failing to turn up for a drugs test! #BAN
MSGINSTANT_REPORTER_SCANDAL_MAJOR_DRUGS1	HOLY SMOKES!¦Shocking pics of $playername were revealed today and appear to show the $clubname player smoking something suspicious!	HOLY SMOKES!¦Shocking pics of $playername were revealed today and appear to show the $clubname player smoking something suspicious!
